store_id,store_name,region,format,date,revenue,transactions,avg_ticket_usd,mobile_order_pct,drive_thru_pct
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-09-15,48301.73,6130,7.88,0.343,0.032
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-09-22,41245.61,4822,8.55,0.4,0.077
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-09-29,45996.32,4902,9.38,0.364,0.015
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-10-06,39001.29,4402,8.86,0.244,0.087
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-10-13,34967.57,4592,7.61,0.308,0.09
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-10-20,43020.06,5704,7.54,0.329,0.093
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-10-27,38121.57,4403,8.66,0.326,0.017
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-11-03,36321.53,4819,7.54,0.36,0.092
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-11-10,41465.92,5031,8.24,0.406,0.027
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-11-17,41272.66,4455,9.26,0.233,0.094
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-11-24,47704.06,5792,8.24,0.4,0.017
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-12-01,50809.68,6687,7.6,0.311,0.085
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-12-08,48672.03,5630,8.65,0.25,0.084
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-12-15,53828.1,5932,9.07,0.371,0.047
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-12-22,43921.84,5027,8.74,0.352,0.039
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Reserve,2024-12-29,53232.49,6561,8.11,0.314,0.057
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-01-01,23963.79,2656,9.02,0.342,0.007
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-01-08,26077.1,3165,8.24,0.424,0.076
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-01-15,27833.94,3636,7.66,0.441,0.025
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-01-22,26663.61,3546,7.52,0.32,0.036
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-01-29,29684.31,3231,9.19,0.312,0.043
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-02-05,27353.56,3508,7.8,0.231,0.064
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-02-12,27190.44,3169,8.58,0.266,0.054
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-02-19,26645.26,3387,7.87,0.321,0.08
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-02-26,24785.9,2770,8.95,0.263,0.074
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-03-05,26759.99,3163,8.46,0.324,0.085
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-03-12,28352.5,3761,7.54,0.345,0.073
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-03-19,26256.78,3002,8.75,0.395,0.073
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-03-26,28744.53,3269,8.79,0.313,0.047
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-04-02,28041.87,3138,8.94,0.422,0.027
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-04-09,28041.04,3239,8.66,0.261,0.066
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-04-16,26618.32,2807,9.48,0.409,0.075
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-04-23,27660.16,3234,8.55,0.425,0.033
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-04-30,26487.59,3474,7.62,0.329,0.027
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-05-07,28301.15,3366,8.41,0.397,0.084
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-05-14,27642.19,3098,8.92,0.337,0.063
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-05-21,25026.49,2744,9.12,0.439,0.047
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-05-28,28602.59,3213,8.9,0.39,0.066
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-06-04,31236.03,3719,8.4,0.234,0.084
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-06-11,29416.29,3324,8.85,0.415,0.014
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-06-18,29841.65,3262,9.15,0.383,0.013
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-06-25,28384.53,3212,8.84,0.424,0.043
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-07-02,26336.98,3436,7.67,0.425,0.087
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-07-09,24887.41,2620,9.5,0.355,0.075
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-07-16,30398.46,3454,8.8,0.427,0.083
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-07-23,26962.0,2875,9.38,0.42,0.087
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-07-30,25926.07,3405,7.61,0.376,0.033
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-08-06,32067.25,3801,8.44,0.377,0.091
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-08-13,28763.84,3475,8.28,0.275,0.037
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-08-20,31769.64,4114,7.72,0.443,0.057
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-08-27,28451.76,3310,8.6,0.343,0.004
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-09-03,25341.8,2695,9.4,0.283,0.002
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-09-10,27270.81,3507,7.78,0.23,0.038
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-09-17,25569.69,2923,8.75,0.246,0.031
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-09-24,24808.48,2914,8.51,0.24,0.005
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-10-01,26470.75,3099,8.54,0.277,0.01
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-10-08,28530.61,3188,8.95,0.408,0.087
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-10-15,26719.47,2828,9.45,0.396,0.061
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-10-22,24884.35,2804,8.87,0.449,0.047
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-10-29,26105.68,2917,8.95,0.334,0.043
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-11-05,27255.04,3310,8.23,0.392,0.087
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-11-12,22053.66,2380,9.27,0.272,0.09
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-11-19,24565.02,2743,8.96,0.29,0.005
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-11-26,24976.74,3028,8.25,0.386,0.033
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-12-03,34232.44,3817,8.97,0.426,0.043
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-12-10,33625.04,4292,7.83,0.293,0.043
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-12-17,33347.48,3771,8.84,0.388,0.081
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-12-24,29537.61,3257,9.07,0.377,0.044
N-0041,Starbucks Providence #41,Northeast,Cafe,2023-12-31,31143.73,3939,7.91,0.287,0.069
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-01-07,27570.65,2948,9.35,0.261,0.008
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-01-14,25508.12,2891,8.82,0.296,0.088
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-01-21,24281.37,3147,7.72,0.229,0.021
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-01-28,25840.95,3386,7.63,0.394,0.016
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-02-04,26359.46,2825,9.33,0.305,0.067
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-02-11,25625.98,2962,8.65,0.349,0.077
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-02-18,25547.03,2833,9.02,0.374,0.045
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-02-25,27505.95,2901,9.48,0.408,0.004
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-03-03,28612.38,3514,8.14,0.352,0.072
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-03-10,29743.1,3687,8.07,0.262,0.005
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-03-17,27482.57,3178,8.65,0.378,0.033
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-03-24,25970.2,3373,7.7,0.381,0.037
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-03-31,27261.18,3082,8.85,0.411,0.085
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-04-07,26897.46,2999,8.97,0.398,0.078
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-04-14,24548.84,3085,7.96,0.264,0.059
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-04-21,25386.07,3292,7.71,0.385,0.03
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-04-28,29151.35,3721,7.83,0.254,0.031
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-05-05,23708.07,3143,7.54,0.242,0.029
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-05-12,29154.63,3305,8.82,0.243,0.056
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-05-19,26505.64,3378,7.85,0.235,0.067
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-05-26,26348.39,3126,8.43,0.411,0.01
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-06-02,28261.21,3129,9.03,0.29,0.041
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-06-09,27510.17,3394,8.11,0.238,0.094
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-06-16,32113.25,3642,8.82,0.338,0.009
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-06-23,29658.02,3375,8.79,0.256,0.041
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-06-30,31723.62,3576,8.87,0.374,0.015
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-07-07,30332.8,3702,8.19,0.23,0.072
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-07-14,29054.44,3153,9.21,0.347,0.005
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-07-21,27378.52,2897,9.45,0.411,0.013
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-07-28,28968.44,3513,8.25,0.326,0.083
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-08-04,30798.53,3492,8.82,0.234,0.096
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-08-11,30071.14,3427,8.77,0.263,0.017
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-08-18,27853.16,3014,9.24,0.317,0.065
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-08-25,32783.21,3875,8.46,0.286,0.036
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-09-01,27060.07,2935,9.22,0.328,0.021
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-09-08,25379.94,3182,7.98,0.379,0.078
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-09-15,27929.53,3500,7.98,0.279,0.031
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-09-22,24772.27,3213,7.71,0.376,0.078
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-09-29,27665.35,3254,8.5,0.304,0.043
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-10-06,27860.09,3083,9.04,0.268,0.038
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-10-13,26791.34,3119,8.59,0.361,0.047
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-10-20,28102.64,3302,8.51,0.417,0.075
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-10-27,28277.84,3122,9.06,0.44,0.027
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-11-03,28018.79,3097,9.05,0.433,0.006
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-11-10,26391.4,3014,8.76,0.253,0.05
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-11-17,25505.72,3131,8.15,0.259,0.094
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-11-24,26466.43,3251,8.14,0.297,0.084
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-12-01,33951.85,3870,8.77,0.438,0.021
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-12-08,33090.07,3491,9.48,0.411,0.059
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-12-15,33709.45,4425,7.62,0.27,0.096
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-12-22,33951.51,3962,8.57,0.307,0.076
N-0041,Starbucks Providence #41,Northeast,Cafe,2024-12-29,30357.92,3383,8.97,0.388,0.017
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-01-01,32035.92,3403,9.41,0.271,0.46
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-01-08,32551.45,3945,8.25,0.301,0.589
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-01-15,29942.97,3982,7.52,0.404,0.5
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-01-22,32087.12,4216,7.61,0.232,0.609
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-01-29,32473.49,3536,9.18,0.3,0.516
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-02-05,33165.2,3528,9.4,0.446,0.603
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-02-12,31974.04,3431,9.32,0.27,0.591
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-02-19,30167.82,3469,8.7,0.378,0.377
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-02-26,32314.74,3898,8.29,0.358,0.431
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-03-05,29860.62,3182,9.38,0.393,0.3
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-03-12,31270.85,3462,9.03,0.39,0.303
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-03-19,34959.51,4159,8.41,0.399,0.449
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-03-26,28384.86,3635,7.81,0.445,0.385
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-04-02,30381.38,3724,8.16,0.322,0.367
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-04-09,32987.44,3927,8.4,0.256,0.496
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-04-16,30906.85,3344,9.24,0.263,0.379
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-04-23,32409.0,3673,8.82,0.328,0.475
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-04-30,32554.03,3727,8.73,0.251,0.431
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-05-07,31326.18,3434,9.12,0.351,0.338
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-05-14,29008.24,3398,8.54,0.414,0.453
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-05-21,30520.75,3647,8.37,0.428,0.502
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-05-28,28376.53,3255,8.72,0.352,0.439
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-06-04,35647.94,3759,9.48,0.423,0.562
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-06-11,29399.4,3735,7.87,0.29,0.571
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-06-18,39639.72,4714,8.41,0.423,0.352
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-06-25,39901.7,4675,8.54,0.425,0.646
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-07-02,34863.39,4509,7.73,0.25,0.346
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-07-09,32049.37,3574,8.97,0.313,0.52
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-07-16,38132.54,4218,9.04,0.346,0.489
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-07-23,34136.05,3973,8.59,0.326,0.615
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-07-30,32603.37,3500,9.32,0.409,0.431
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-08-06,32766.76,4113,7.97,0.299,0.325
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-08-13,38281.37,4689,8.16,0.326,0.634
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-08-20,36078.54,4533,7.96,0.264,0.482
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-08-27,33855.96,3827,8.85,0.23,0.377
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-09-03,27556.37,3087,8.93,0.338,0.356
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-09-10,30834.73,3319,9.29,0.287,0.556
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-09-17,37417.12,4579,8.17,0.376,0.462
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-09-24,31930.2,3812,8.38,0.417,0.318
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-10-01,24719.25,3005,8.23,0.449,0.339
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-10-08,36731.08,4231,8.68,0.377,0.627
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-10-15,33390.89,4317,7.73,0.306,0.349
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-10-22,34709.35,3747,9.26,0.392,0.565
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-10-29,32225.65,4131,7.8,0.296,0.348
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-11-05,36877.72,4120,8.95,0.257,0.546
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-11-12,31103.46,4002,7.77,0.292,0.412
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-11-19,36235.48,4071,8.9,0.246,0.59
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-11-26,30447.81,3406,8.94,0.374,0.562
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-12-03,38285.22,4859,7.88,0.256,0.383
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-12-10,39899.48,4445,8.98,0.433,0.321
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-12-17,35384.35,4703,7.52,0.381,0.398
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-12-24,38243.28,4963,7.71,0.368,0.414
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2023-12-31,31683.32,3614,8.77,0.412,0.36
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-01-07,32121.72,3437,9.35,0.268,0.512
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-01-14,33709.03,4057,8.31,0.398,0.512
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-01-21,33958.3,4114,8.25,0.271,0.513
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-01-28,31973.99,3654,8.75,0.321,0.47
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-02-04,31523.57,3335,9.45,0.387,0.62
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-02-11,31355.55,3867,8.11,0.391,0.55
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-02-18,32998.39,3769,8.76,0.331,0.59
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-02-25,27966.27,3051,9.17,0.416,0.581
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-03-03,26661.83,2909,9.17,0.333,0.386
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-03-10,31463.47,3695,8.52,0.253,0.542
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-03-17,29274.4,3109,9.42,0.399,0.575
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-03-24,30131.48,3444,8.75,0.413,0.566
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-03-31,33059.62,4193,7.88,0.437,0.441
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-04-07,32226.97,3766,8.56,0.248,0.489
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-04-14,34604.9,4362,7.93,0.336,0.638
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-04-21,31670.37,3371,9.39,0.377,0.579
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-04-28,33247.56,3805,8.74,0.241,0.34
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-05-05,30178.83,3910,7.72,0.387,0.35
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-05-12,27159.56,3157,8.6,0.382,0.54
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-05-19,30907.9,3622,8.53,0.327,0.439
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-05-26,31101.37,3878,8.02,0.391,0.426
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-06-02,36636.52,3984,9.2,0.295,0.546
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-06-09,34261.68,4185,8.19,0.408,0.638
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-06-16,33374.19,3962,8.42,0.41,0.545
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-06-23,35070.75,4091,8.57,0.224,0.388
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-06-30,33548.17,3590,9.34,0.433,0.58
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-07-07,34606.46,3763,9.2,0.418,0.516
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-07-14,30889.46,3301,9.36,0.335,0.611
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-07-21,30354.47,3252,9.33,0.309,0.476
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-07-28,33692.85,4130,8.16,0.372,0.648
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-08-04,35802.68,4710,7.6,0.347,0.403
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-08-11,32959.73,4243,7.77,0.398,0.376
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-08-18,32782.0,3779,8.67,0.372,0.306
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-08-25,32375.68,4055,7.98,0.319,0.416
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-09-01,32543.12,3718,8.75,0.298,0.545
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-09-08,32725.21,3562,9.19,0.357,0.575
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-09-15,33004.82,4062,8.13,0.392,0.372
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-09-22,35489.2,3917,9.06,0.405,0.588
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-09-29,28901.03,3753,7.7,0.391,0.61
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-10-06,31727.07,3604,8.8,0.253,0.627
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-10-13,31931.47,3674,8.69,0.399,0.558
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-10-20,32503.1,3444,9.44,0.246,0.503
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-10-27,33503.1,3622,9.25,0.445,0.479
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-11-03,32739.54,3573,9.16,0.318,0.448
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-11-10,33647.92,3552,9.47,0.279,0.32
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-11-17,30722.77,3364,9.13,0.363,0.636
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-11-24,31626.28,3727,8.49,0.24,0.392
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-12-01,36551.77,4715,7.75,0.272,0.337
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-12-08,39175.52,4424,8.86,0.362,0.547
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-12-15,36465.66,3981,9.16,0.422,0.525
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-12-22,37030.19,4597,8.06,0.422,0.49
S-0042,Starbucks Charlotte #42,Southeast,Drive-Thru,2024-12-29,39336.25,4224,9.31,0.229,0.439
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-01-01,32371.88,3681,8.79,0.42,0.572
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-01-08,34232.08,3907,8.76,0.446,0.54
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-01-15,31664.08,3828,8.27,0.4,0.356
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-01-22,29501.46,3121,9.45,0.292,0.45
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-01-29,33279.67,4368,7.62,0.254,0.561
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-02-05,28367.95,3603,7.87,0.274,0.578
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-02-12,31699.5,4200,7.55,0.3,0.545
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-02-19,30045.39,3912,7.68,0.424,0.618
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-02-26,30876.31,4111,7.51,0.314,0.52
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-03-05,31452.96,3852,8.17,0.412,0.551
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-03-12,34890.55,3719,9.38,0.241,0.407
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-03-19,30151.52,3578,8.43,0.335,0.49
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-03-26,34326.75,3905,8.79,0.353,0.34
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-04-02,29226.52,3457,8.45,0.302,0.472
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-04-09,31915.13,4239,7.53,0.321,0.587
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-04-16,33838.97,3734,9.06,0.338,0.387
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-04-23,37456.61,3942,9.5,0.368,0.543
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-04-30,29009.56,3419,8.48,0.302,0.585
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-05-07,32461.74,3857,8.42,0.236,0.539
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-05-14,31995.27,4213,7.59,0.278,0.424
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-05-21,31907.53,4222,7.56,0.362,0.444
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-05-28,35841.86,3835,9.35,0.335,0.548
