store_id,store_name,region,format,date,customer_satisfaction,drive_thru_wait_sec,mobile_order_pct,loyalty_redemption_pct,staff_hours,waste_pct,upsell_success_pct
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-05-01,4.37,,0.324,0.468,520,0.026,0.16
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-06-01,4.58,,0.35,0.451,446,0.059,0.239
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-07-01,4.61,,0.253,0.642,518,0.054,0.218
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-08-01,4.46,,0.426,0.371,451,0.042,0.26
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-09-01,4.67,,0.398,0.455,444,0.034,0.308
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-10-01,4.93,,0.316,0.395,498,0.06,0.233
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-11-01,4.77,,0.374,0.42,441,0.054,0.118
M-0040,Starbucks Virginia Beach #40,Mid-Atlantic,Cafe,2024-12-01,4.5,,0.289,0.598,576,0.043,0.29
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-01-01,4.15,,0.349,0.63,499,0.014,0.127
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-02-01,4.16,,0.342,0.427,542,0.032,0.208
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-03-01,4.17,,0.334,0.55,458,0.036,0.315
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-04-01,3.99,,0.36,0.411,409,0.03,0.272
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-05-01,4.3,,0.372,0.396,472,0.034,0.291
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-06-01,4.3,,0.41,0.368,492,0.016,0.262
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-07-01,4.25,,0.422,0.523,421,0.031,0.262
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-08-01,4.24,,0.395,0.504,451,0.024,0.299
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-09-01,4.07,,0.457,0.58,480,0.039,0.209
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-10-01,4.49,,0.279,0.409,499,0.024,0.173
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-11-01,4.08,,0.418,0.507,496,0.029,0.175
N-0041,Starbucks Hartford #41,Northeast,Cafe,2023-12-01,3.87,,0.32,0.572,485,0.041,0.287
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-01-01,4.3,,0.256,0.649,503,0.034,0.28
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-02-01,4.28,,0.479,0.415,553,0.031,0.132
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-03-01,4.26,,0.201,0.617,445,0.042,0.21
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-04-01,4.05,,0.458,0.564,465,0.027,0.118
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-05-01,4.02,,0.42,0.566,457,0.035,0.321
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-06-01,4.14,,0.399,0.37,427,0.029,0.243
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-07-01,4.12,,0.37,0.461,389,0.015,0.135
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-08-01,3.98,,0.449,0.6,484,0.027,0.308
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-09-01,3.99,,0.372,0.554,484,0.014,0.179
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-10-01,4.35,,0.256,0.359,421,0.026,0.306
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-11-01,3.95,,0.331,0.576,409,0.034,0.123
N-0041,Starbucks Hartford #41,Northeast,Cafe,2024-12-01,4.09,,0.342,0.359,458,0.024,0.252
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-01-01,4.0,,0.474,0.64,541,0.05,0.339
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-02-01,4.22,,0.29,0.568,449,0.029,0.172
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-03-01,4.23,,0.285,0.488,525,0.017,0.33
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-04-01,3.89,,0.358,0.405,437,0.038,0.264
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-05-01,3.95,,0.418,0.393,452,0.031,0.286
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-06-01,4.35,,0.244,0.404,564,0.039,0.106
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-07-01,4.07,,0.317,0.428,515,0.054,0.261
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-08-01,4.45,,0.307,0.49,428,0.028,0.203
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-09-01,4.04,,0.21,0.402,470,0.023,0.323
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-10-01,4.19,,0.295,0.471,484,0.046,0.244
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-11-01,4.5,,0.364,0.58,517,0.043,0.339
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2023-12-01,4.1,,0.21,0.353,504,0.016,0.119
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-01-01,4.04,,0.375,0.407,474,0.036,0.126
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-02-01,4.19,,0.308,0.623,503,0.019,0.303
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-03-01,3.82,,0.224,0.401,501,0.053,0.252
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-04-01,4.12,,0.23,0.38,415,0.055,0.214
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-05-01,4.19,,0.312,0.451,474,0.024,0.241
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-06-01,4.07,,0.383,0.586,481,0.041,0.317
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-07-01,3.99,,0.395,0.407,455,0.015,0.124
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-08-01,4.02,,0.411,0.501,464,0.02,0.288
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-09-01,4.14,,0.277,0.526,546,0.057,0.113
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-10-01,3.98,,0.377,0.545,440,0.02,0.154
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-11-01,4.13,,0.462,0.599,482,0.03,0.13
S-0042,Starbucks Charlotte #42,Southeast,Kiosk,2024-12-01,3.9,,0.319,0.478,530,0.057,0.117
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-01-01,4.11,220.0,0.457,0.518,476,0.056,0.225
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-02-01,3.92,172.0,0.207,0.524,516,0.052,0.348
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-03-01,4.0,257.0,0.37,0.597,505,0.048,0.138
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-04-01,3.98,192.0,0.274,0.482,438,0.04,0.209
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-05-01,4.14,200.0,0.221,0.593,500,0.043,0.327
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-06-01,3.83,181.0,0.442,0.449,467,0.022,0.222
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-07-01,3.91,178.0,0.308,0.433,393,0.049,0.33
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-08-01,3.83,217.0,0.479,0.451,498,0.052,0.268
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-09-01,4.15,169.0,0.343,0.407,501,0.046,0.233
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-10-01,3.85,156.0,0.32,0.611,480,0.053,0.265
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-11-01,3.93,167.0,0.237,0.49,457,0.054,0.242
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2023-12-01,4.04,219.0,0.435,0.612,448,0.044,0.15
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-01-01,4.01,202.0,0.232,0.556,382,0.032,0.336
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-02-01,4.13,174.0,0.479,0.394,471,0.036,0.166
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-03-01,3.68,214.0,0.451,0.641,451,0.043,0.194
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-04-01,3.95,224.0,0.412,0.491,452,0.024,0.177
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-05-01,3.8,182.0,0.438,0.37,539,0.01,0.32
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-06-01,3.89,193.0,0.451,0.496,488,0.043,0.321
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-07-01,3.94,248.0,0.267,0.427,463,0.024,0.147
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-08-01,4.15,216.0,0.474,0.449,477,0.058,0.175
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-09-01,3.92,228.0,0.431,0.456,489,0.031,0.12
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-10-01,4.13,134.0,0.335,0.539,533,0.042,0.34
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-11-01,3.78,259.0,0.292,0.493,451,0.052,0.315
M-0043,Starbucks Detroit #43,Midwest,Drive-Thru,2024-12-01,3.76,257.0,0.32,0.541,553,0.05,0.284
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-01-01,3.97,248.0,0.228,0.395,491,0.051,0.146
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-02-01,4.05,262.0,0.44,0.565,372,0.06,0.12
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-03-01,3.58,221.0,0.391,0.39,476,0.029,0.307
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-04-01,3.69,220.0,0.341,0.378,532,0.047,0.115
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-05-01,3.76,199.0,0.349,0.544,492,0.058,0.29
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-06-01,3.91,227.0,0.328,0.52,406,0.039,0.276
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-07-01,3.86,197.0,0.24,0.358,584,0.012,0.229
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-08-01,3.92,183.0,0.399,0.413,482,0.05,0.178
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-09-01,3.98,207.0,0.426,0.585,421,0.055,0.187
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-10-01,4.09,238.0,0.423,0.43,380,0.057,0.235
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-11-01,3.85,259.0,0.416,0.365,484,0.032,0.128
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2023-12-01,4.05,186.0,0.254,0.388,495,0.01,0.265
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-01-01,3.73,191.0,0.29,0.5,387,0.035,0.207
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-02-01,3.84,194.0,0.402,0.472,501,0.025,0.254
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-03-01,3.79,271.0,0.331,0.368,536,0.026,0.283
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-04-01,3.75,94.0,0.216,0.64,529,0.052,0.298
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-05-01,3.67,169.0,0.36,0.604,475,0.04,0.281
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-06-01,3.87,191.0,0.252,0.56,423,0.053,0.319
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-07-01,3.65,262.0,0.385,0.609,430,0.056,0.309
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-08-01,4.1,251.0,0.36,0.361,467,0.042,0.218
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-09-01,3.77,167.0,0.317,0.569,511,0.015,0.219
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-10-01,3.93,208.0,0.461,0.496,433,0.03,0.263
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-11-01,3.79,189.0,0.264,0.515,442,0.057,0.139
S-0044,Starbucks Tucson #44,Southwest,Drive-Thru+Cafe,2024-12-01,3.58,152.0,0.354,0.571,453,0.051,0.229
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-01-01,4.49,227.0,0.269,0.552,477,0.021,0.317
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-02-01,4.61,235.0,0.21,0.356,441,0.033,0.264
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-03-01,4.63,187.0,0.236,0.51,523,0.05,0.117
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-04-01,4.45,213.0,0.316,0.493,477,0.018,0.349
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-05-01,4.73,215.0,0.321,0.481,467,0.05,0.214
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-06-01,4.56,143.0,0.42,0.588,488,0.038,0.326
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-07-01,4.61,196.0,0.356,0.419,463,0.053,0.297
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-08-01,4.46,181.0,0.467,0.442,490,0.04,0.301
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-09-01,4.62,174.0,0.209,0.381,450,0.032,0.162
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-10-01,4.64,179.0,0.411,0.374,474,0.052,0.266
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-11-01,4.73,200.0,0.252,0.429,467,0.059,0.14
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2023-12-01,4.42,228.0,0.204,0.633,520,0.059,0.331
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-01-01,4.34,210.0,0.31,0.534,539,0.05,0.152
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-02-01,4.44,230.0,0.27,0.454,475,0.012,0.183
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-03-01,4.45,199.0,0.2,0.523,490,0.019,0.316
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-04-01,4.73,177.0,0.45,0.404,450,0.054,0.301
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-05-01,4.54,246.0,0.209,0.517,453,0.018,0.291
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-06-01,4.46,214.0,0.297,0.359,446,0.033,0.243
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-07-01,4.69,179.0,0.304,0.575,521,0.037,0.146
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-08-01,4.6,230.0,0.472,0.378,503,0.04,0.223
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-09-01,4.86,223.0,0.297,0.44,469,0.024,0.143
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-10-01,4.56,130.0,0.414,0.501,393,0.033,0.158
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-11-01,4.57,224.0,0.252,0.456,505,0.016,0.269
WC-0045,Starbucks Los Angeles #45,West Coast,Drive-Thru,2024-12-01,4.28,219.0,0.283,0.386,526,0.011,0.283
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-01-01,4.22,207.0,0.258,0.595,502,0.06,0.3
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-02-01,4.36,176.0,0.271,0.646,449,0.027,0.277
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-03-01,4.19,223.0,0.249,0.498,459,0.039,0.219
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-04-01,4.24,197.0,0.467,0.635,444,0.038,0.259
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-05-01,4.47,176.0,0.215,0.416,527,0.023,0.23
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-06-01,4.49,209.0,0.225,0.572,549,0.021,0.124
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-07-01,4.25,208.0,0.376,0.542,449,0.048,0.3
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-08-01,4.56,227.0,0.442,0.447,442,0.014,0.107
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-09-01,4.18,168.0,0.231,0.545,512,0.057,0.327
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-10-01,4.25,219.0,0.282,0.375,493,0.034,0.114
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-11-01,4.22,201.0,0.266,0.552,460,0.037,0.212
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2023-12-01,4.44,251.0,0.341,0.45,418,0.044,0.17
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-01-01,4.42,214.0,0.404,0.476,510,0.026,0.276
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-02-01,4.46,261.0,0.283,0.631,469,0.039,0.188
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-03-01,4.09,171.0,0.241,0.371,461,0.028,0.103
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-04-01,4.07,165.0,0.259,0.386,489,0.036,0.124
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-05-01,4.32,144.0,0.247,0.484,515,0.05,0.348
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-06-01,4.31,310.0,0.465,0.47,518,0.038,0.195
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-07-01,4.24,213.0,0.419,0.646,450,0.045,0.111
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-08-01,4.27,208.0,0.355,0.489,479,0.056,0.28
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-09-01,4.31,175.0,0.461,0.568,532,0.03,0.246
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-10-01,4.68,191.0,0.472,0.422,493,0.032,0.106
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-11-01,4.04,246.0,0.27,0.646,404,0.033,0.129
PN-0046,Starbucks Eugene #46,Pacific Northwest,Drive-Thru,2024-12-01,4.13,145.0,0.33,0.607,437,0.02,0.252
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-01-01,3.79,,0.221,0.513,401,0.026,0.348
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-02-01,3.64,,0.229,0.362,507,0.015,0.27
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-03-01,3.81,,0.313,0.456,486,0.042,0.146
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-04-01,4.07,,0.399,0.356,503,0.06,0.332
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-05-01,3.85,,0.288,0.614,438,0.045,0.156
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-06-01,4.03,,0.331,0.53,509,0.018,0.179
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-07-01,3.7,,0.298,0.408,535,0.04,0.302
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-08-01,3.68,,0.435,0.371,476,0.034,0.165
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-09-01,3.85,,0.359,0.55,485,0.037,0.137
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-10-01,3.82,,0.378,0.364,554,0.017,0.247
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-11-01,3.61,,0.267,0.539,470,0.013,0.209
M-0047,Starbucks Denver #47,Mountain,Cafe,2023-12-01,3.54,,0.43,0.367,489,0.053,0.281
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-01-01,3.95,,0.397,0.629,476,0.034,0.213
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-02-01,3.72,,0.454,0.55,482,0.041,0.332
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-03-01,3.91,,0.329,0.643,541,0.053,0.274
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-04-01,4.07,,0.349,0.425,436,0.033,0.153
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-05-01,4.11,,0.21,0.58,480,0.011,0.229
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-06-01,4.06,,0.413,0.475,496,0.013,0.273
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-07-01,3.52,,0.266,0.386,485,0.025,0.215
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-08-01,4.22,,0.301,0.626,452,0.035,0.206
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-09-01,3.85,,0.369,0.525,458,0.054,0.291
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-10-01,3.66,,0.384,0.485,433,0.049,0.196
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-11-01,3.73,,0.251,0.409,441,0.021,0.104
M-0047,Starbucks Denver #47,Mountain,Cafe,2024-12-01,3.73,,0.206,0.461,542,0.055,0.228
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-01-01,4.77,,0.257,0.437,481,0.045,0.347
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-02-01,4.72,,0.224,0.459,530,0.014,0.178
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-03-01,4.59,,0.434,0.395,422,0.025,0.165
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-04-01,4.55,,0.268,0.633,424,0.031,0.129
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-05-01,4.49,,0.261,0.436,474,0.016,0.28
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-06-01,4.62,,0.393,0.467,531,0.018,0.199
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-07-01,4.6,,0.383,0.573,482,0.053,0.126
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-08-01,4.7,,0.347,0.44,530,0.052,0.307
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-09-01,4.45,,0.407,0.358,439,0.053,0.212
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-10-01,4.98,,0.381,0.43,453,0.057,0.347
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-11-01,5.0,,0.355,0.496,524,0.057,0.161
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2023-12-01,4.79,,0.257,0.638,448,0.05,0.33
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-01-01,4.98,,0.425,0.422,445,0.056,0.155
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-02-01,4.69,,0.344,0.462,524,0.015,0.187
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-03-01,4.57,,0.407,0.456,374,0.03,0.327
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-04-01,4.48,,0.383,0.559,512,0.024,0.164
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-05-01,4.94,,0.282,0.517,431,0.055,0.174
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-06-01,4.68,,0.228,0.367,500,0.027,0.165
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-07-01,4.76,,0.448,0.527,507,0.032,0.168
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-08-01,4.96,,0.31,0.631,531,0.042,0.309
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-09-01,4.46,,0.406,0.419,519,0.04,0.201
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-10-01,4.65,,0.287,0.384,435,0.051,0.225
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-11-01,4.7,,0.411,0.355,393,0.037,0.22
M-0048,Starbucks Baltimore #48,Mid-Atlantic,Kiosk,2024-12-01,4.71,,0.238,0.467,518,0.041,0.111
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-01-01,4.46,,0.44,0.411,475,0.026,0.144
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-02-01,4.6,,0.403,0.363,483,0.036,0.244
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-03-01,4.37,,0.439,0.357,439,0.041,0.199
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-04-01,4.44,,0.267,0.526,503,0.059,0.344
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-05-01,4.53,,0.365,0.476,469,0.048,0.232
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-06-01,4.93,,0.235,0.553,486,0.034,0.305
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-07-01,4.53,,0.466,0.516,449,0.056,0.272
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-08-01,4.56,,0.225,0.591,500,0.05,0.255
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-09-01,4.72,,0.249,0.535,486,0.012,0.135
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-10-01,4.79,,0.405,0.642,470,0.012,0.195
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-11-01,4.46,,0.318,0.392,447,0.034,0.33
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2023-12-01,4.7,,0.425,0.467,499,0.045,0.289
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-01-01,4.66,,0.328,0.355,466,0.042,0.269
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-02-01,4.38,,0.335,0.47,490,0.059,0.306
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-03-01,4.49,,0.293,0.464,502,0.035,0.108
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-04-01,4.34,,0.357,0.353,525,0.026,0.292
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-05-01,4.82,,0.396,0.606,480,0.01,0.165
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-06-01,4.7,,0.39,0.487,483,0.017,0.223
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-07-01,4.82,,0.316,0.446,467,0.014,0.112
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-08-01,4.3,,0.355,0.564,448,0.012,0.224
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-09-01,4.58,,0.346,0.496,524,0.029,0.128
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-10-01,4.57,,0.422,0.433,472,0.057,0.303
N-0049,Starbucks Hartford #49,Northeast,Kiosk,2024-11-01,4.77,,0.213,0.521,518,0.057,0.11
